id,dataset_id,description,description_chinese,translation_status,translation_error
365,nyiso_btm_solar,"Estimated actual BTM Solar production
in hourly intervals as reported by NYISO
for system and zone level data.

Daily data published ~8 hour after end of previous day.","NYISO（纽约独立系统运营商）报告的系统级和区域级估计实际表后太阳能发电量，数据为小时级间隔。

每日数据在当日结束后约8小时发布。",done,
366,nyiso_btm_solar_forecast,"Forecasted BTM Solar production
in hourly intervals as reported by NYISO
for system and zone level data.

Daily data published at ~8am ET for next day.","NYISO（纽约独立系统运营商）报告的系统级和区域级预测表后太阳能发电量，数据为小时级间隔。

每日数据在美国东部时间上午8点左右发布，针对次日。",done,
367,nyiso_fuel_mix,"Fuel Mix for NYISO resampled to 5 minute intervals.

💡 The main differentiating element of the NYISO fuel mix relative
to other ISOs is the presence of *Dual Fuel*.

Rather than changing units between multiple fuels in the data as they
switch, *Dual Fuel* units in NYISO represent generators that can run
on either fuel oil or natural gas. In most hours these units will be
running on natural gas, which tends to be cheaper. This is possible
to ascertain from systemwide prices when there is a significant price
spread between fuel oil and natural gas.","重采样至5分钟间隔的NYISO（纽约独立系统运营商）燃料结构数据。

💡 NYISO燃料结构相对于其他ISO的主要区别在于存在 双燃料 类别。

与在数据中根据机组切换在不同燃料间改变分类不同，NYISO中的 双燃料 机组代表那些既可以使用燃油也可以使用天然气的发电机。在大多数小时，这些机组将运行在成本通常更低的天然气上。当燃油和天然气之间存在显著价差时，这一点可以从系统范围的价格中得以确认。",done,
368,nyiso_fuel_mix_raw,"Fuel Mix as reported by NYISO. Typically in 5-minute intervals, but with occasional off-interval entries, e.g. 18:01 or 17:57.

💡 The main differentiating element of the NYISO fuel mix relative
to other ISOs is the presence of *Dual Fuel*.

Rather than changing units between multiple fuels in the data as they
switch, *Dual Fuel* units in NYISO represent generators that can run
on either fuel oil or natural gas. In most hours these units will be
running on natural gas, which tends to be cheaper. This is possible
to ascertain from systemwide prices when there is a significant price
spread between fuel oil and natural gas.","NYISO（纽约独立系统运营商）报告的燃料结构数据。通常为5分钟间隔，但偶尔会出现非标准时间点的记录，例如18:01或17:57。

💡 NYISO燃料结构相对于其他ISO的主要区别在于存在 双燃料 类别。

与在数据中根据机组切换在不同燃料间改变分类不同，NYISO中的 双燃料 机组代表那些既可以使用燃油也可以使用天然气的发电机。在大多数小时，这些机组将运行在成本通常更低的天然气上。当燃油和天然气之间存在显著价差时，这一点可以从系统范围的价格中得以确认。",done,
369,nyiso_interface_limits_and_flows_5_min,"Transfer Limits and five-minute flows for both internal NYISO interfaces and external tie flows between NYISO and HQ, IESO, PJM, and ISO-NE. Positive values indicate imports and negative values indicate exports. 

Interfaces by neighboring region:

- Hydro-Québec (HQ):
    - SCH - HQ - NY
    - SCH - HQ_CEDARS
    - SCH - HQ_CHPE
    - SCH - HQ_IMPORT_EXPORT
- PJM
    - SCH - PJ - NY
    - SCH - PJM_HTP
    - SCH - PJM_NEPTUNE
    - SCH - PJM_VFT
- ISO-New England
    - SCH - NE - NY
    - SCH - NPX_1385
    - SCH - NPX_CSC
- IESO
    - SCH - OH - NY
- NYISO Internal Interfaces
    - CENTRAL EAST - VC
    - DYSINGER EAST
    - MOSES SOUTH
    - SPR/DUN-SOUTH
    - TOTAL EAST
    - UPNY CONED
    - WEST CENTRAL","NYISO（纽约独立系统运营商）内部联络线以及NYISO与HQ（魁北克水电）、IESO（安大略省独立电力系统运营商）、PJM和ISO-NE之间外部联络线的传输限值和五分钟潮流。正值表示进口，负值表示出口。

按相邻区域划分的接口：

- 魁北克水电公司（HQ）：
 - SCH - HQ - NY
 - SCH - HQ_CEDARS
 - SCH - HQ_CHPE
 - SCH - HQ_IMPORT_EXPORT
- PJM
 - SCH - PJ - NY
 - SCH - PJM_HTP
 - SCH - PJM_NEPTUNE
 - SCH - PJM_VFT
- 新英格兰ISO（ISO-NE）
 - SCH - NE - NY
 - SCH - NPX_1385
 - SCH - NPX_CSC
- IESO（安大略省独立电力系统运营商）
 - SCH - OH - NY
- NYISO内部接口
 - CENTRAL EAST - VC
 - DYSINGER EAST
 - MOSES SOUTH
 - SPR/DUN-SOUTH
 - TOTAL EAST
 - UPNY CONED
 - WEST CENTRAL",done,
370,nyiso_lake_erie_circulation_day_ahead,"Day-ahead, hourly, scheduled flows around Lake Erie affecting NYISO transmission. ",围绕伊利湖、影响NYISO（纽约独立系统运营商）输电的日前小时级计划潮流。,done,
371,nyiso_lake_erie_circulation_real_time,"Real-time, five-minute, observed Lake Erie Loop flows affecting NYISO transmission. ",影响NYISO（纽约独立系统运营商）输电的实时五分钟观测伊利湖环流数据。,done,
372,nyiso_limiting_constraints_day_ahead,"This dataset contains day-ahead binding constraint data in NYISO. NYISO includes the constraint, contingency, congestion cost, as well as the facility ID. ",该数据集包含NYISO（纽约独立系统运营商）中的日前绑定约束数据。NYISO提供的数据包括约束、事故、阻塞成本以及设施ID。,done,
373,nyiso_limiting_constraints_real_time,"Real-time limiting constraints in NYISO.

There will often be SCED data repricing events in NYISO that result in 2 constraint costs for a given interval. Here we have provided a `gs_entity_id` column to identify unique rows.","NYISO（纽约独立系统运营商）中的实时限制约束。

NYISO中经常会发生SCED（安全约束经济调度）数据重新定价事件，导致给定时间间隔内出现两个约束成本。在此我们提供了一个 gs_entity_id 列来标识唯一行。",done,
374,nyiso_lmp_dart_15_min,DART spread in NYISO between day-ahead hourly LMPs and real-time 15-minute LMPs. Hourly day-ahead values are brought to a 15-minute interval across the hour for the purposes of this dataset.,NYISO（纽约独立系统运营商）中日前小时级LMP（节点边际电价）与实时15分钟LMP之间的DART（日前与实时价差）价差。在本数据集中，小时日前电价数值在该小时内被转换为15分钟间隔数据。,done,
375,nyiso_lmp_dart_5_min,DART spread in NYISO between day-ahead hourly LMPs and real-time 5-minute LMPs. Hourly day-ahead values are brought to a 5-minute interval across the hour for the purposes of this dataset.,NYISO（纽约独立系统运营商）中日前小时级LMP（节点边际电价）与实时5分钟LMP之间的DART（日前与实时价差）价差。在本数据集中，小时日前电价数值在该小时内被转换为5分钟间隔数据。,done,
376,nyiso_lmp_dart_hourly,DART spread in NYISO between day-ahead hourly LMPs and real-time hourly LMPs. Both day-ahead and real-time values are at hourly intervals.,NYISO（纽约独立系统运营商）中日前小时级LMP（节点边际电价）与实时小时级LMP之间的DART（日前与实时价差）价差。日前和实时值均为小时间隔。,done,
377,nyiso_lmp_day_ahead_hourly,"NYISO LMPs in hourly intervals as reported by NYISO.

Includes All zone and generator level data. The location types present are:

- *Generator*
- *Zone* 

NOTE: in NYISO's raw data, a negative congestion component results in a higher LMP
value, which is the opposite of other ISOs. Thus, we flip the sign on the
congestion component before inserting into our database to be consistent with other
ISOs. This means that in our database, LMP = Energy + Congestion + Loss.","NYISO（纽约独立系统运营商）报告的小时级节点边际电价（LMP）。

包含所有区域和机组级数据。存在的位置类型包括：

- 发电机
- 区域

注意：在NYISO的原始数据中，负的阻塞分量会导致更高的LMP值，这与其他ISO的规则相反。因此，在插入我们的数据库之前，我们对阻塞分量的符号进行了翻转，以与其他ISO保持一致。这意味着在我们的数据库中，LMP = 能量分量 + 阻塞分量 + 损耗分量。",done,
378,nyiso_lmp_real_time_15_min,"NYISO LMPs in 15 minute intervals as reported by NYISO. These are Real Time
Commitment (RTC) values. RTC runs every 15 minutes and looks ahead 2.5 hours.

Includes All zone and generator level data. The location types present are:

- *Generator*
- *Zone* 

NOTE: in NYISO's raw data, a negative congestion component results in a higher LMP
value, which is the opposite of other ISOs. Thus, we flip the sign on the
congestion component before inserting into our database to be consistent with other
ISOs. This means that in our database, LMP = Energy + Congestion + Loss.","NYISO（纽约独立系统运营商）报告的15分钟间隔节点边际电价（LMP）。这些是实时机组承诺（RTC）值。RTC每15分钟运行一次，并前瞻2.5小时。

包含所有区域和机组级数据。存在的位置类型包括：

- 发电机
- 区域

注意：在NYISO的原始数据中，负的阻塞分量会导致更高的LMP值，这与其他ISO的规则相反。因此，在插入我们的数据库之前，我们对阻塞分量的符号进行了翻转，以与其他ISO保持一致。这意味着在我们的数据库中，LMP = 能量分量 + 阻塞分量 + 损耗分量。",done,
379,nyiso_lmp_real_time_5_min,"NYISO LMPs in 5 minute intervals as reported by NYISO. These are Real Time
Dispatch (RTD) values. RTD runs every 5 minutes in real time.

Includes All zone and generator level data. The location types present are:

- *Generator*
- *Zone* 

NOTE: in NYISO's raw data, a negative congestion component results in a higher LMP
value, which is the opposite of other ISOs. Thus, we flip the sign on the
congestion component before inserting into our database to be consistent with other
ISOs. This means that in our database, LMP = Energy + Congestion + Loss.","NYISO（纽约独立系统运营商）报告的5分钟间隔节点边际电价（LMP）。这些是实时调度（RTD）值。RTD在实时中每5分钟运行一次。

包含所有区域和机组级数据。存在的位置类型包括：

- 发电机
- 区域

注意：在NYISO的原始数据中，负的阻塞分量会导致更高的LMP值，这与其他ISO的规则相反。因此，在插入我们的数据库之前，我们对阻塞分量的符号进行了翻转，以与其他ISO保持一致。这意味着在我们的数据库中，LMP = 能量分量 + 阻塞分量 + 损耗分量。",done,
380,nyiso_lmp_real_time_hourly,"Real-time LMPs in hourly intervals as reported by NYISO.

Includes all zone and generator level data. The location types present are:

Generator
Zone
NOTE: in NYISO's raw data, a negative congestion component results in a higher LMP value, which is the opposite of other ISOs. Thus, we flip the sign on the congestion component before inserting into our database to be consistent with other ISOs. This means that in our database, LMP = Energy + Congestion + Loss.","NYISO（纽约独立系统运营商）报告的小时级实时节点边际电价（LMP）。

包含所有区域和机组级数据。存在的位置类型包括：

- 发电机
- 区域

注意：在NYISO的原始数据中，负的阻塞分量会导致更高的LMP值，这与其他ISO的规则相反。因此，在插入我们的数据库之前，我们对阻塞分量的符号进行了翻转，以与其他ISO保持一致。这意味着在我们的数据库中，LMP = 能量分量 + 阻塞分量 + 损耗分量。",done,
381,nyiso_load,Load for NYISO resampled to 5 minute intervals.,NYISO（纽约独立系统运营商）的负荷数据，重采样至5分钟间隔。,done,
382,nyiso_load_forecast,Load Forecast reported by NYISO resampled to 5 minute intervals,NYISO（纽约独立系统运营商）报告的负荷预测数据，重采样至5分钟间隔。,done,
383,nyiso_load_forecast_hourly,"⚠️ This dataset is deprecated in favor of  [nyiso_zonal_load_forecast_hourly](https://www.gridstatus.io/datasets/nyiso_zonal_load_forecast_hourly) which contains this same system wide forecast alongside the zonal load forecasts. 

Load Forecast in 1 hour intervals as reported by NYISO.

Published by 8am ET each day.
","⚠️ 本数据集已弃用，请改用 nyiso_zonal_load_forecast_hourly。该数据集同时包含本数据集所提供的全系统负荷预测以及分区负荷预测。

NYISO（纽约独立系统运营商）发布的间隔为1小时的负荷预测。

每日美国东部时间上午8点发布。",done,
384,nyiso_load_raw,Load as reported by NYISO. Includes each region,NYISO（纽约独立系统运营商）发布的负荷数据。包含每个区域的负荷。,done,
385,nyiso_records,Top 10 daily records for various metrics in NYISO,NYISO（纽约独立系统运营商）内各项指标的每日前十名记录,done,
386,nyiso_records_timeseries,Timeline of new records for NYISO,NYISO（纽约独立系统运营商）新记录的时间线,done,
387,nyiso_standardized_5_min,"This table is a curated set of five-minute data for NYISO. All standardized datasets are intended to speed up analysis and feature engineering work by providing commonly used data series in one denormalized table. 

The standardized datasets are a convenience for API users who only want to query one dataset for each ISO. If you plan on loading in every dataset or want to work with multiple series alone or together it is recommended to pull the individual datasets to have full visibility into each one.

⚠️ Not all data series are present for the entire length of the dataset. This can occur due to a lack of historical data or the publication of new core datasets by an ISO.","此表格是NYISO（纽约独立系统运营商）经过精选的五分钟数据集合。所有标准化数据集旨在通过在一个非规范化表中提供常用的数据系列，来加速分析和特征工程工作。

标准化数据集是为API用户提供的便利，方便他们只需查询每个ISO的一个数据集即可。如果您计划加载所有数据集，或希望单独或组合使用多个数据系列，建议拉取各个独立的数据集，以便完全了解每个数据集的详情。

⚠️ 并非所有数据系列在整个数据集的时间范围内都存在。这可能是由于历史数据缺失或ISO发布了新的核心数据集所致。",done,
388,nyiso_standardized_hourly,"This table is a curated set of hourly data for NYSIO. All standardized datasets are intended to speed up analysis and feature engineering work by providing commonly used data series in one denormalized table. Data in this feed is resampled to an hourly frequency from five minutes.

The standardized datasets are a convenience for API users who only want to query one dataset for each ISO. If you plan on loading in every dataset or want to work with multiple series alone or together it is recommended to pull the individual datasets to have full visibility into each one.

⚠️ Not all data series are present for the entire length of the dataset. This can occur due to a lack of historical data or the publication of new core datasets by an ISO.","此表格是NYISO（纽约独立系统运营商）经过精选的小时级数据集合。所有标准化数据集旨在通过在一个非规范化表中提供常用的数据系列，来加速分析和特征工程工作。此数据源中的数据是从五分钟频率重采样为小时频率。

标准化数据集是为API用户提供的便利，方便他们只需查询每个ISO的一个数据集即可。如果您计划加载所有数据集，或希望单独或组合使用多个数据系列，建议拉取各个独立的数据集，以便完全了解每个数据集的详情。

⚠️ 并非所有数据系列在整个数据集的时间范围内都存在。这可能是由于历史数据缺失或ISO发布了新的核心数据集所致。",done,
389,nyiso_zonal_load_forecast_hourly,"Hourly load forecasts by NYISO for each zone as well as the entire ISO.

Zones in NYISO have full names, abbreviations, and letter signifiers. The abbreviated names are used as columns in this dataset. The list of zones is: 

* A: West (west)
* B: Genese (genese)
* C: Central (centrl)
* D: North (north)
* E: Mohawk Valley (mhk_vl)
* F: Capital (capilt)
* G: Hudson Valley (hud_vl)
* H: Millwood (millwd)
* I: Dunwoodie (dunwod)
* J: N.Y.C (nyc)
* K: Long Island (longil)

Published by 8am ET each day.","NYISO（纽约独立系统运营商）为每个区域以及整个ISO提供的小时级负荷预测。

NYISO中的区域有全称、缩写和字母标识符。缩写名称用作此数据集中的列名。区域列表如下：

* A：西部 (west)
* B：杰尼西 (genese)
* C：中部 (centrl)
* D：北部 (north)
* E：莫霍克河谷 (mhk_vl)
* F：首府 (capilt)
* G：哈德逊河谷 (hud_vl)
* H：米尔伍德 (millwd)
* I：邓伍迪 (dunwod)
* J：纽约市 (nyc)
* K：长岛 (longil)

每天美国东部时间上午8点前发布。",done,
390,pjm_actual_and_scheduled_interchange_summary,"A breakdown of hourly flows across PJM’s external tie lines. PJM breaks flows down by actual flows, scheduled flows, and inadvertent flows. Inadvertent flows are the difference between Scheduled and Actual flows. This data is released weekly on Sundays. Negative values indicate PJM is exporting whereas positive values indicate imports. ",PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）外部联络线的小时级潮流明细。PJM将潮流细分为实际潮流、计划潮流和无意潮流。无意潮流是计划潮流与实际潮流之间的差值。此数据每周日发布。负值表示PJM正在出口电力，而正值表示进口。,done,
391,pjm_actual_operational_statistics,"Actual load and dispatch rate data by zone. PJM combines load zones in the Mid-A, whereas it separates this data by zone for all others. This data is updated in the morning with information regarding the prior day. ",按区域划分的实际负荷和调度率数据。PJM将Mid-A区域的负荷区合并，而其他区域则按各自区域分别提供此数据。此数据在每天上午使用前一日的信息进行更新。,done,
392,pjm_area_control_error,Area Control Error (ACE) measures the imbalance between supply and demand. PJM calculates this value in MWs every 15 seconds. Negative ACE values tend to indicate the need for generation to ramp up while positive ACE values tend to point to generation overcommitment. ,区域控制误差（ACE）用于衡量供需之间的不平衡。PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）每15秒计算一次此值（单位为兆瓦）。负的ACE值通常表明需要增加发电，而正的ACE值则往往指向发电承诺过多。,done,
393,pjm_as_market_results_dam,"Day-ahead hourly ancillary service prices and volumes for PJM. This includes *Synchronized Reserves*, *Primary Reserves*, and *Thirty Minute Reserves*, and covers the entire RTO as well as the Mid-Atlantic/Dominion Reserve Sub-Zone.

This data series begins in the autumn of 2022, when PJM implemented Comprehensive Pricing Reform which altered price formation for reserves. For more on these changes, see [this article](https://insidelines.pjm.com/pjm-implements-reserve-price-formation-changes/) from PJM.","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）日前市场的辅助服务每小时价格和容量。包括同步备用、一次备用和三十分钟备用，覆盖整个RTO（区域输电组织）以及中大西洋/道明尼恩备用子区。

该数据系列始于2022年秋季，当时PJM实施了全面定价改革，改变了备用的价格形成机制。有关这些变更的更多信息，请参阅PJM的这篇文章。",done,
394,pjm_as_market_results_real_time,"Real-time five-minute ancillary service prices and volumes for PJM. This includes *Regulation*, *Synchronized Reserves*, *Primary Reserves*, and *Thirty Minute Reserves*, and covers the entire RTO, Mid-Atlantic/Dominion (MAD), and Baltimore/Pepco/Dominion (BPD) locales.

This data series begins in the autumn of 2022, when PJM implemented Comprehensive Pricing Reform which altered price formation for reserves. For more on these changes, see [this article](https://insidelines.pjm.com/pjm-implements-reserve-price-formation-changes/) from PJM.","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）的实时五分钟辅助服务价格和容量。这包括 调频、同步备用、一次备用 和 三十分钟备用，覆盖整个RTO（区域输电组织）、中大西洋/道明尼（MAD）以及巴尔的摩/佩普科/道明尼（BPD）区域。

此数据系列始于2022年秋季，当时PJM实施了综合定价改革，改变了备用的价格形成机制。有关这些变更的更多信息，请参阅PJM的 这篇文章。",done,
395,pjm_as_market_results_real_time_hourly,"Real-time hourly ancillary service prices and volumes for PJM. This includes Regulation, Synchronized Reserves, Primary Reserves, and Thirty Minute Reserves, and covers the entire RTO, Mid-Atlantic/Dominion (MAD), and Baltimore/Pepco/Dominion (BPD) locales.

This data series ends in the autumn of 2022, when PJM implemented Comprehensive Pricing Reform which altered price formation for reserves.","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）的实时小时级辅助服务价格和容量。这包括 调频、同步备用、一次备用 和 三十分钟备用，覆盖整个RTO（区域输电组织）、中大西洋/道明尼（MAD）以及巴尔的摩/佩普科/道明尼（BPD）区域。

此数据系列于2022年秋季结束，当时PJM实施了综合定价改革，改变了备用的价格形成机制。",done,
396,pjm_cleared_virtuals_daily,"This dataset contains the total quantity, in MWs, of incremental, decremental, and up-to-congestion (UTC) transactions cleared in the PJM Day-Ahead market. ",该数据集包含在PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）日前市场中出清的增量、减量及阻塞上限（UTC）交易的总量，单位为兆瓦。,done,
397,pjm_day_ahead_demand_bids,Hourly day-ahead demand bid data in PJM. This dataset includes records for the entire RTO as well as the Mid-Atlantic and Western regions.,PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）的小时级日前需求报价数据。该数据集包含整个RTO（区域输电组织）以及中大西洋和西部区域的记录。,done,
398,pjm_dispatched_reserves_prelim,"This dataset contains the quantity, requirement, and clearing price for reserves in PJM updated every five minutes. Prices are preliminary and are subject to change in the verification process, with verified prices found [here](https://www.gridstatus.io/datasets/pjm_dispatched_reserves_verified). PJM uses these reserves in order to balance grid frequency in the event of unplanned generator trips, ramps in exports, or other events that may cause [Area Control Error](https://www.gridstatus.io/datasets/pjm_area_control_error) to go negative. 

Reserve types, for both the PJM RTO and Mid-Atlantic/Dominion Reserve subzones include:

- Primary Reserves
- Synchronized Reserves
- Thirty-Minute Reserves (only PJM RTO Reserve Zone)

⚠️ In the event of technical issues PJM typically does not backfill this data.","该数据集包含PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）中每五分钟更新一次的备用数量、要求和出清价格。价格为初步值，在验证过程中可能会发生变化，已验证价格可在 此处 找到。PJM使用这些备用，以便在发生计划外发电机跳闸、出口功率骤增或其他可能导致 区域控制误差 变为负值的事件时平衡电网频率。

针对PJM RTO（区域输电组织）和中大西洋/道明尼备用子区域的备用类型包括：

- 一次备用
- 同步备用
- 三十分钟备用（仅限PJM RTO备用区域）

⚠️ 在出现技术问题时，PJM通常不会事后补填此数据。",done,
399,pjm_dispatched_reserves_verified,"This dataset contains the five-minute verified quantity, prices, and requirement for each of the reserve types in PJM. This data is not updated on the day following the current market day. Preliminary real-time values can be found [here](https://www.gridstatus.io/datasets/pjm_dispatched_reserves_prelim). 

Reserve types, for both the PJM RTO and Mid-Atlantic/Dominion Reserve subzones include:

- Primary Reserves
- Synchronized Reserves
- Thirty-Minute Reserves (only PJM RTO Reserve Zone)","该数据集包含PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）中每种备用类型的五分钟验证数量、价格和要求。此数据不会在当前市场日的次日更新。初步实时值可在 此处 找到。

针对PJM RTO（区域输电组织）和中大西洋/道明尼备用子区域的备用类型包括：

- 一次备用
- 同步备用
- 三十分钟备用（仅限PJM RTO备用区域）",done,
400,pjm_emergency_postings,"This dataset contains emergency alerts, actions, and events in PJM. PJM includes the priority, message type, start time, region impacts, and emergency message. ",该数据集包含PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）中的紧急警报、行动和事件。PJM提供的信息包括优先级、消息类型、开始时间、受影响区域以及紧急消息内容。,done,
401,pjm_ftr_option_paths_monthly,Option Paths for PJM's monthly FTR (Financial Transmission Rights) auction.,PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）月度金融输电权（FTR）拍卖的期权路径。,done,
402,pjm_ftr_source_sink_monthly_non_prompt,"Source-Sink pairs for the non-prompt month FTR (Financial Transmission Rights) auction in PJM.

For prompt month Source-SInk pairs, see [this dataset](https://www.gridstatus.io/datasets/pjm_ftr_source_sink_monthly_prompt).","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）非即时月份金融输电权（FTR）拍卖的源-汇对。

如需即时月份的源-汇对，请参阅 此数据集。",done,
403,pjm_ftr_source_sink_monthly_prompt,"Source-Sink pairs for the prompt month FTR (Financial Transmission Rights) auction in PJM.

For noon-prompt month Source-SInk pairs, see [this dataset](https://www.gridstatus.io/datasets/pjm_ftr_source_sink_monthly_non_prompt).","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）当月FTR（金融输电权）拍卖的源-宿对。

关于非当月的源-宿对，请参阅该数据集。",done,
404,pjm_fuel_mix,"PJM fuel mix in 5 minute intervals. Based on hourly fuel mix data that
is resampled and interpolated to 5 minute intervals.",PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）的燃料构成数据，时间间隔为5分钟。该数据基于小时级燃料构成数据，经过重采样和插值处理，转换为5分钟间隔。,done,
405,pjm_fuel_mix_hourly,"Fuel mix by type (Coal, Gas, Hydro, Multiple Fuels, Nuclear, Oil, Solar, Storage, Wind, Other, and Other Renewable) in hourly intervals as reported by PJM.",PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）报告的小时级按类型划分的燃料结构数据（包括：煤、天然气、水力、多燃料、核能、石油、太阳能、储能、风能、其他和其他可再生能源）。,done,
406,pjm_generation_capacity_daily,"Total daily committed generation across PJM, including economic and emergency maximum capacity, reported in megawatts. ",PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）全系统每日承诺的总发电容量，包括经济最大容量和紧急最大容量，单位为兆瓦。,done,
407,pjm_inc_and_dec_bids_day_ahead_hourly,"Hourly virtual day-ahead incremental and decremental bids aggregated by pricing point, hour, and type of bid, released with a 4-month delay. Virtual incremental (INCs) bids are offered to sell into the day-ahead, while decremental (DECs) bids are virtual offers to buy day-ahead power. These transactions are settled in the real-time market. ",按定价点、小时和报价类型聚合的日前小时级虚拟增量和减量报价，延迟4个月发布。虚拟增量报价（INCs）旨在向日前市场出售电力，而虚拟减量报价（DECs）则是在日前市场购买电力的虚拟报价。这些交易在实时市场中进行结算。,done,
408,pjm_instantaneous_dispatch_rates,"This dataset contains instantaneous dispatch rates, in $/MWh, across all PJM zones based on a combination of manual and electronic dispatch signals updated every 15 seconds. In the event of an outage, PJM typically does not backfill this data. ",该数据集包含基于手动和电子调度信号组合的、每15秒更新一次的PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）所有区域的瞬时调度率，单位为美元/兆瓦时。在发生中断时，PJM通常不会补填此数据。,done,
409,pjm_interface_flows_and_limits_day_ahead,"This dataset contains hourly day ahead flows and flow limits for PJM’s internal interfaces. 

Published daily between 12:00pm and 03:15 p.m.","该数据集包含PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）内部接口的小时级日前潮流和潮流限值。

每日中午12:00至下午3:15之间发布。",done,
410,pjm_lmp_dart_5_min,DART spread in PJM between day-ahead hourly LMPs and real-time 5-minute LMPs. Hourly day-ahead values are brought to a 5-minute interval across the hour for the purposes of this dataset.,PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）中日前小时级LMP（节点边际电价）与实时5分钟LMP之间的DART（日前与实时价差）价差。在本数据集中，小时日前电价数值在该小时内被转换为5分钟间隔数据。,done,
411,pjm_lmp_dart_hourly,DART spread in PJM between day-ahead hourly LMPs and real-time hourly LMPs. Both day-ahead and real-time values are at hourly intervals.,PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）中日前小时级LMP（节点边际电价）与实时小时级LMP之间的DART（日前与实时价差）价差。日前和实时值均为小时间隔。,done,
412,pjm_lmp_dart_settlements_verified_5_min,DART spread in PJM between day-ahead hourly LMPs and real-time 5-minute settlements verified LMPs. Hourly day-ahead values are brought to a 5-minute interval across the hour for the purposes of this dataset.,PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）中日前小时级LMP（节点边际电价）与实时5分钟结算验证LMP之间的DART（日前与实时价差）价差。在本数据集中，小时日前电价数值在该小时内被转换为5分钟间隔数据。,done,
413,pjm_lmp_dart_unverified_hourly,DART spread in PJM between day-ahead hourly LMPs and real-time hourly unverified LMPs. Both day-ahead and real-time values are at hourly intervals.,PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）中日前小时级LMP（节点边际电价）与实时小时级未验证LMP之间的DART（日前与实时价差）价差。日前和实时值均为小时间隔。,done,
414,pjm_lmp_day_ahead_hourly,"Day Ahead Hourly LMPs and component costs as reported by PJM.

The location types present are:

- *GEN*
- *ZONE*
- *RESIDUAL_METERED_EDC*
- *HUB*
- *AGGREGATE*
- *INTERFACE*
- *EHV*
- *EXT*
- *LOAD*","PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）报告的日前小时级节点边际电价（LMP）及分量成本。

存在的位置类型包括：

- GEN（发电节点）
- ZONE（区域）
- RESIDUAL_METERED_EDC（剩余计量配电公司）
- HUB（枢纽）
- AGGREGATE（聚合点）
- INTERFACE（接口）
- EHV（超高压节点）
- EXT（外部节点）
- LOAD（负荷节点）",done,
415,pjm_lmp_it_sced_5_min,"This PJM dataset contains 5-minute real-time IT SCED prices. These prices cover individual ties between areas bordering PJM as well as aggregate prices for ties between PJM and MISO and all PJM ties. 

Locations in this dataset include:

* LINDENVFT
* HUDSONTP
* NEPTUNE
* NYIS
* MISO

IT SCED is the Intermediate-Term Security Constrained Economic Dispatch engine. IT SCED solves 30 minutes prior to the target interval and looks ahead 15, 30, 75, and 120 minutes beyond the target. In terms of PJM real-time market application timing, IT SCED follows the Ancillary Servicers Optimizer (ASO), but is before the Real-Time Security Constrained Economic Dispatch (RT SCED).

⚠️ PJM typically does not backfill this data series in the event of data drops.","此PJM（宾夕法尼亚-新泽西-马里兰联合电力系统）数据集包含5分钟实时IT SCED（中期安全约束经济调度）价格。这些价格覆盖PJM周边区域间的单个联络线以及PJM与MISO之间联络线的聚合价格和PJM所有联络线的总计价格。

此数据集中的位置包括：

* LINDENVFT
* HUDSONTP
* NEPTUNE
* NYIS
* MISO

IT SCED是中期安全约束经济调度引擎。IT SCED在目标时间间隔前30分钟进行求解，并前瞻目标时间后15、30、75和120分钟。就PJM实时市场应用的时序而言，IT SCED紧随辅助服务优化器（ASO）之后，但在实时安全约束经济调度（RT SCED）之前运行。

⚠️ 在数据丢失的情况下，PJM通常不会补填此数据系列。",done,
